Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Filename,Paragraph Index,Document
"- feature: An issue will be marked with this label if it adds a new, discrete functional element to the codebase. They will generally require large amounts or effort to implement, require changes to both front-end view templates and back-end code, and assume prior knowledge of the codebase, making these the most tricky kinds of issues to close. However, they can be the most rewarding to close for the intrepid!",0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,42,contributing
- help wanted: Issues will be marked with this label by the maintainers if we'd like outside contributors to pitch in with code or opinions before we close them. These do not assume any skill level and are great opportunities for all members of our community to steer the direction of the project.,0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,43,contributing
- i18n: Issues related to localisation or translation are marked with these labels. They can range from missing translations for a specific language to grammatical issues and cultural differences. These will usually require a specialist in a non-English language to close.,0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,44,contributing
"- invalid: These are rare, and normally have been submitted in error.",0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,45,contributing
"- needs rebase: You will find this label normally attached to pull requests, and means that the maintainers would like to you squash commits or rebase existing commits from master into your branch before we can merge your pull request. A maintainer will clarify this in the comment thread.",0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,46,contributing
- question: Issues can be marked with this label by anybody who would like other contributors or maintainers to answer a specific question before an issue can be closed. These normally do not assume any skill level (although may sometimes require maintainers to have the final say on them) and are great opportunities for all members of our community to steer the direction of the project.,0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,47,contributing
"- refactoring: If an issue requires code to be refactored before a particular change can be made, or if you spot inelegant patterns or implementations in code that you feel could be better, then feel free to add this label to an issue. If the issue is the latter type, please be careful about the language you use in these threads. For example, things like ""this code sucks!"" or ""you must be an idiot!"" are unacceptable!. Programmers have feelings too and there are ways to suggest code changes without insulting people!",0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,48,contributing
"- security: If you spot an issue related to security issues (e.g. invalid SSL certs, potential CSRF issues), mark it with this label. Don't forget to be a good OSS citizen and always report zero-day issues through a private channel to minimise impact to your fellow users!",0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,49,contributing
"- UX: These issues relate to how the site works, or more holistically, how the site feels to the end user, and will normally be related to the front-end of the website. These issues might typically relate to confusion stemming from navigation, form elements, input validation, or breaks in user flows.",0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,50,contributing
- visual design: This relates to visual elements of the site that could be improved or are broken. This may be as simple as a change to a CSS colour or font size but may stretch all the way to things that do not render as expected on mobile devices. These are usually good issues for people with front-end development experience to tackle.,0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,51,contributing
"- wontfix: This means that, after considering your issue in full, your issue is outside of the intended scope of the project and is not something we'd like to add to the codebase right now or in the future. These are used sparingly and are intended to be rare, and are never used without reasoned justification.",0,1,0,0,0,0,24pullrequests@24pullrequests.xlsx,52,contributing
Additional info,1,0,0,0,0,0,24pullrequests@24pullrequests.xlsx,53,contributing
"Especially if you're a newcomer to Open Source and you've found some little bumps along the way while contributing, we recommend you write about them. Here's a great article about why writing about your experience is important; this will encourage other beginners to try their luck at Open Source, too!",1,0,0,0,0,0,24pullrequests@24pullrequests.xlsx,54,contributing
License and Contributions,0,0,0,0,0,0,2ndQuadrant@repmgr.xlsx,2,contributing
"repmgr is licensed under the GPL v3.  All of its code and documentation is
Copyright 2010-2020, 2ndQuadrant Limited.  See the files COPYRIGHT and LICENSE for
details.",0,0,0,0,0,0,2ndQuadrant@repmgr.xlsx,3,contributing
The development of repmgr has primarily been sponsored by 2ndQuadrant customers.,0,0,0,0,0,0,2ndQuadrant@repmgr.xlsx,4,contributing
"Additional work has been sponsored by the 4CaaST project for cloud computing,
which has received funding from the European Union's Seventh Framework Programme
(FP7/2007-2013) under grant agreement 258862.",0,0,0,0,0,0,2ndQuadrant@repmgr.xlsx,5,contributing
"Contributions to repmgr are welcome, and will be listed in the file CREDITS.
2ndQuadrant Limited requires that any contributions provide a copyright
assignment and a disclaimer of any work-for-hire ownership claims from the
employer of the developer.  This lets us make sure that all of the repmgr
distribution remains free code.  Please contact info@2ndQuadrant.com for a
copy of the relevant Copyright Assignment Form.",1,0,0,0,0,0,2ndQuadrant@repmgr.xlsx,6,contributing
Code style,0,0,0,0,1,0,2ndQuadrant@repmgr.xlsx,7,contributing
"Code in repmgr should be formatted to the same standards as the main PostgreSQL
project. For more details see:",0,0,0,0,1,0,2ndQuadrant@repmgr.xlsx,8,contributing
https://www.postgresql.org/docs/current/source-format.html,0,0,0,0,1,0,2ndQuadrant@repmgr.xlsx,9,contributing
"Contributors should reformat their code similarly before submitting code to
the project, in order to minimize merge conflicts with other work.",0,0,0,0,1,0,2ndQuadrant@repmgr.xlsx,10,contributing
Contribution Guidelines,0,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,2,contributing
"30 seconds of code is powered by the community, so feel free to contribute in any way you can to help us!",0,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,3,contributing
Tools,0,0,0,1,0,0,30-seconds@30-seconds-of-php.xlsx,4,contributing
"Before you begin contributing, you should install the integration-tools globally on your machine:",0,0,0,1,0,0,30-seconds@30-seconds-of-php.xlsx,5,contributing
npm install -g @30-seconds/integration-tools,0,0,0,1,0,0,30-seconds@30-seconds-of-php.xlsx,6,contributing
This will allow you to use our customized tools for all of our content repositories.,0,0,0,1,0,0,30-seconds@30-seconds-of-php.xlsx,7,contributing
How you can help,0,1,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,8,contributing
"- Submit pull requests with new snippets (see guidelines below) or snippet updates (tags, descriptions, explanations, typos, examples, code improvements).",0,1,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,9,contributing
"- Open issues for things you want to see added, modified, discuss ideas or help out with existing issues.",0,1,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,10,contributing
Ground rules,1,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,11,contributing
Breaking any of these rules will result in your pull request being closed. Please follow these guidelines above all else:,1,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,12,contributing
- Always be polite and respectful to others and try to follow the advice of the moderators/collaborators/owners.,1,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,13,contributing
"- Only modify snippet files, never modify the generated files in the snippet_data directory.",1,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,14,contributing
"- Use the integration tools commands to generate new snippets, ensuring they have the correct name and are in the correct location.",1,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,15,contributing
"- Follow snippet format exactly, otherwise your snippets will not be recognized correctly by the tools responsible for publishing them on the website. This includes such things as spacing and empty lines - if you accidentally make a mistake, consult the repository's snippet template.",1,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,16,contributing
"- Snippets should solve real-world problems, no matter how simple and should be abstract enough to be applied to different scenarios.",1,0,0,0,0,0,30-seconds@30-seconds-of-php.xlsx,17,contributing
Snippet creation,0,0,0,1,0,0,30-seconds@30-seconds-of-php.xlsx,18,contributing
"After installing the integration tools, you can run the following command:",0,0,0,1,0,0,30-seconds@30-seconds-of-php.xlsx,19,contributing
create-new-snippet <my-snippet-name>,0,0,0,1,0,0,30-seconds@30-seconds-of-php.xlsx,20,contributing
Replace <my-snippet-name> with the name of the snippet you are adding.,0,0,0,1,0,0,30-seconds@30-seconds-of-php.xlsx,21,contributing
Snippet guidelines,0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,22,contributing
"- Snippets must have all their frontmatter sections (title, tags etc.) filled.",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,23,contributing
- Snippet titles must correspond to the filename and follow the language and repository's naming conventions.,0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,24,contributing
"- Snippet tags must be comma-separated, contain a primary tag as seen on the website as their first tag and an expertise tag (beginner, intermediate or advanced) as their last tag.",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,25,contributing
- Snippet descriptions must be short and to the point. Explain what the snippet does and detail how the snippet works and the language features used in it.,0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,26,contributing
"- Snippet code and examples must be enclosed in appropriate, language-tagged blocks as shown in the snippet template, be short and use modern techniques and features. Also make sure to test your code before submitting.",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,27,contributing
"- If your snippet contains arguments with default parameters, explain what happens if they are omitted when calling the function and what the default case is. Specify default parameters for arguments only if necessary.",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,28,contributing
"- If your snippet uses recursion, use the recursion tag and explain the base cases.",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,29,contributing
"- Try to strike a balance between readability, brevity, and performance.",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,30,contributing
"- Always use soft tabs (2 spaces), never hard tabs.",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,31,contributing
"- Leave a single space after a comma (,) character (both in the description and code).",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,32,contributing
"- Define multiple variables on the same line, if possible. Use meaningful names (e.g. letter instead of lt) and follow existing conventions as seen in other snippets. Do not use trailing or leading underscores in variable names.",0,0,0,0,1,0,30-seconds@30-seconds-of-php.xlsx,33,contributing
Contribution Guidelines,0,0,0,0,0,0,30-seconds@30-seconds-of-python.xlsx,2,contributing
"30 seconds of code is powered by the community, so feel free to contribute in any way you can to help us!",0,0,0,0,0,0,30-seconds@30-seconds-of-python.xlsx,3,contributing
Tools,0,0,0,1,0,0,30-seconds@30-seconds-of-python.xlsx,4,contributing
"Before you begin contributing, you should install the integration-tools globally on your machine:",0,0,0,1,0,0,30-seconds@30-seconds-of-python.xlsx,5,contributing
npm install -g @30-seconds/integration-tools,0,0,0,1,0,0,30-seconds@30-seconds-of-python.xlsx,6,contributing
This will allow you to use our customized tools for all of our content repositories.,0,0,0,1,0,0,30-seconds@30-seconds-of-python.xlsx,7,contributing
How you can help,0,1,0,0,0,0,30-seconds@30-seconds-of-python.xlsx,8,contributing
"- Submit pull requests with new snippets (see guidelines below) or snippet updates (tags, descriptions, explanations, typos, examples, code improvements).",0,1,0,0,0,0,30-seconds@30-seconds-of-python.xlsx,9,contributing
